710:[0.668818473815918,0.6955008506774902,-0.486126184463501,-1.2418197393417358,0.1816861778497696,-0.14499038457870483,-0.057766079902648926,-2.3340437412261963,0.028659557923674583,1.229893684387207]
205:[-0.02777504362165928,0.38415640592575073,-0.10839593410491943,-0.7277359962463379,0.2318112850189209,0.594425618648529,0.6712890863418579,-0.46051648259162903,0.3309306800365448,-0.20900827646255493]
45:[-0.08596803992986679,0.3596760034561157,-0.20701923966407776,-0.5101625919342041,0.12636366486549377,0.5877288579940796,0.7669574618339539,0.3332611918449402,0.2769722044467926,-0.08317233622074127]
515:[-0.0977429524064064,-0.15345977246761322,0.28940632939338684,-0.13562966883182526,0.3054082691669464,0.84120774269104,0.851737916469574,0.2531161606311798,0.26572826504707336,-0.20253805816173553]
574:[-0.06943931430578232,0.8314645290374756,-0.2125587910413742,-0.7417418956756592,0.3561495840549469,0.4945138692855835,0.5050904154777527,-0.24781560897827148,-0.19010260701179504,-0.041328199207782745]
858:[-0.36883237957954407,0.10536336898803711,-0.10367854684591293,0.3956198990345001,0.37212803959846497,-0.040495749562978745,-0.039248209446668625,-0.1298324465751648,-0.36857911944389343,0.5865823030471802]
619:[0.3924197256565094,0.41637057065963745,-0.21113893389701843,-0.7571450471878052,0.1091301217675209,-0.011183511465787888,-0.020278384909033775,-1.5301848649978638,-0.018433136865496635,0.7195950746536255]
507:[-0.05034089460968971,0.198942631483078,-0.05372269079089165,-0.4207654595375061,-0.5105165243148804,0.30154305696487427,0.3543853163719177,-0.07354111969470978,-0.4226674735546112,-0.170679971575737]
113:[0.2673395574092865,0.4730984568595886,0.2709563672542572,-0.5267019271850586,0.1125175803899765,0.24091626703739166,0.4102661907672882,-1.8037943840026855,-0.07005124539136887,0.5943016409873962]
34:[-0.5244688987731934,0.35060498118400574,0.37975722551345825,-0.23372238874435425,0.4056091904640198,0.003783509600907564,-0.31112897396087646,-0.08587933331727982,0.15905101597309113,-0.282329797744751]
563:[-0.14000532031059265,-0.063144750893116,-0.15500466525554657,-0.5629143714904785,0.11187700182199478,0.931503415107727,0.4687708020210266,-0.4167812764644623,-0.3105919361114502,0.008357677608728409]
381:[0.02480287291109562,-0.2958158254623413,0.10858601331710815,-0.5757473111152649,-0.43255406618118286,0.4478320777416229,0.7046980261802673,0.015841368585824966,0.7034767866134644,-0.007993906736373901]
455:[0.19529619812965393,-0.032193928956985474,-0.2786964476108551,-0.5490265488624573,-0.6315948367118835,0.4632605314254761,0.02140684425830841,-0.19955867528915405,0.9623885154724121,0.7704538702964783]
67:[0.8737384080886841,-0.3016175925731659,-0.2966717481613159,-1.3645728826522827,1.0296441316604614,0.8157281279563904,0.3000544607639313,-2.008878707885742,-0.487726092338562,0.3375975787639618]
388:[-0.4005551338195801,0.013507410883903503,0.24395529925823212,-0.1899031549692154,0.5906934142112732,0.7215539813041687,0.5621170997619629,-0.4295852780342102,-0.18723104894161224,-0.13021133840084076]
974:[-0.09824692457914352,0.2529660165309906,0.4308115243911743,0.06657502800226212,-0.013602235354483128,1.2079381942749023,-0.15659384429454803,-0.7871626615524292,-0.33597713708877563,-0.016512295231223106]
310:[0.8474961519241333,-0.03267863765358925,-0.39229854941368103,-1.4821865558624268,-0.12501776218414307,0.5097885131835938,-0.8143845200538635,-1.0833096504211426,0.6544719934463501,0.990731954574585]
169:[0.35858583450317383,-0.2929624915122986,-0.4472621977329254,-0.8243534564971924,-0.790138304233551,0.18443098664283752,-0.05252322554588318,-0.20119766891002655,1.278726577758789,0.7071638107299805]
444:[-0.023595647886395454,0.19886864721775055,-0.7354839444160461,-0.85320645570755,-0.1022535115480423,0.5825535655021667,0.37201163172721863,-0.20786747336387634,-0.0006823968142271042,-0.055515170097351074]
120:[0.13018101453781128,0.16026926040649414,-0.009927858598530293,-0.7618955373764038,-0.02803732082247734,0.11048543453216553,0.07073410600423813,-0.9967605471611023,0.32100266218185425,0.7565388679504395]
193:[0.28282859921455383,0.20967039465904236,0.15390923619270325,-0.5040673017501831,-0.37870463728904724,0.25387099385261536,0.5005627870559692,0.5040985345840454,0.168809175491333,0.31109705567359924]
713:[1.0523256063461304,0.14813284575939178,0.24937911331653595,-1.2170997858047485,0.4327203631401062,0.5574485063552856,0.2149396538734436,-1.8245335817337036,-0.29810211062431335,0.2670934498310089]
302:[-0.17784130573272705,-0.13971684873104095,0.004306427203118801,-0.4520210921764374,0.30604174733161926,0.8287428617477417,0.6072165369987488,-0.4297984540462494,-0.20213264226913452,-0.19299472868442535]
153:[-0.8660289645195007,0.31672200560569763,-0.19050122797489166,-0.04826265573501587,-1.2643598318099976,-0.1614566445350647,-0.597754955291748,-0.07192546874284744,0.2952822744846344,-0.08674199879169464]
