710:-0.9205408692359924,0.5347091555595398,-1.837339997291565,-0.9847577214241028,-0.7560638785362244,0.896584689617157,-1.269767165184021,0.776976466178894,-0.07427375018596649,0.6921181678771973
205:-0.06761820614337921,0.17692577838897705,-1.0615811347961426,0.1905900239944458,0.4293108284473419,0.014052690006792545,0.3238513767719269,0.33879536390304565,0.024523306638002396,0.5499355792999268
45:0.08571779727935791,-0.09949228912591934,-0.7303494215011597,0.7555871605873108,0.3476082980632782,-0.12494990974664688,0.3926975727081299,0.12612390518188477,0.22527813911437988,0.33812204003334045
515:0.053351402282714844,0.11993908882141113,-0.2893671691417694,0.5048267245292664,0.2992464303970337,-0.6183416843414307,0.7877058386802673,0.2292443811893463,0.11595452576875687,0.593289852142334
574:-0.11436697840690613,-0.32144448161125183,-0.9195417761802673,0.2592688798904419,0.5902299880981445,0.194378063082695,-0.08296076208353043,0.389872670173645,0.18395008146762848,0.5398461222648621
858:-0.23519708216190338,0.021288691088557243,0.5030437111854553,0.052340518683195114,-0.04134101793169975,0.21243026852607727,-0.45404231548309326,0.017408546060323715,0.2779234051704407,0.5202202796936035
619:-0.5035299062728882,0.33410006761550903,-1.155691385269165,-0.627592146396637,-0.43488192558288574,0.5047029256820679,-0.7715927958488464,0.5705243945121765,-0.03542955219745636,0.5191866159439087
507:0.28859132528305054,-0.36682021617889404,-0.5705981850624084,0.11731251329183578,0.24441519379615784,-0.38139864802360535,-0.266532838344574,-0.1785135567188263,-0.18780510127544403,0.19447562098503113
113:-0.2754049301147461,0.3140707015991211,-1.1421903371810913,-0.9012705683708191,-0.4403740465641022,0.2931489944458008,-0.5504027605056763,0.6961312294006348,-0.19125773012638092,1.1183022260665894
34:-0.036553505808115005,0.052487898617982864,0.16881027817726135,-0.05925965681672096,0.6340778470039368,0.5057908296585083,0.14627601206302643,0.30036574602127075,-0.3872174918651581,0.16063375771045685
563:-0.2935829162597656,0.07727743685245514,-0.6265960335731506,0.04613642394542694,0.4761563837528229,-0.676486074924469,-0.2024012804031372,0.34176012873649597,0.06682927161455154,0.5431893467903137
381:0.023076988756656647,0.4604060649871826,-0.8557916283607483,0.5205846428871155,-0.08911159634590149,-0.44272294640541077,0.48484665155410767,-0.06213770806789398,-0.3484545946121216,0.05501481145620346
455:-0.009655969217419624,0.9306857585906982,-0.7938821911811829,0.6384581327438354,-0.45761117339134216,-0.052670881152153015,-0.20680314302444458,0.3029831647872925,-0.14795522391796112,-0.27983325719833374
67:-1.4745739698410034,0.09321250766515732,-1.571597933769226,-1.2483930587768555,0.09816934913396835,-0.3203761875629425,-0.36147183179855347,1.2807661294937134,0.4288884103298187,0.786562442779541
388:-0.2549814283847809,0.2370399683713913,-0.23606912791728973,-0.07980271428823471,0.5546727776527405,-0.46033644676208496,0.3001599609851837,0.30878591537475586,0.019227366894483566,0.9579182863235474
974:0.38298147916793823,0.2076411098241806,-0.11157656461000443,-0.49479496479034424,0.2888681888580322,-0.643733024597168,-0.36578282713890076,0.9626880884170532,-0.008067031390964985,0.6945218443870544
310:-0.8956120014190674,0.7922524213790894,-1.3603862524032593,-0.19023652374744415,-0.454754501581192,0.11705993115901947,-0.7962608933448792,1.2135443687438965,-0.3276571035385132,-0.6435869932174683
169:-0.20625388622283936,1.0986922979354858,-1.041375994682312,0.5708085894584656,-0.5812392830848694,-0.008657362312078476,-0.22600716352462769,0.1467578113079071,-0.36907580494880676,-0.7041723728179932
